date,year,month,day,cases_all,cases_confirmed,cases_confirmed_new,cases_active,cases_resultpending,cases_unconfirmed,inpatient,recovered,icu,cases_confirmed_norte,cases_confirmed_centro,cases_confirmed_lvt,cases_confirmed_alentejo,cases_confirmed_algarve,cases_confirmed_acores,cases_confirmed_madeira,deaths,cc_0_1,cc_1_1,cc_0_2,cc_1_2,cc_0_3,cc_1_3,cc_0_4,cc_1_4,cc_0_5,cc_1_5,cc_0_6,cc_1_6,cc_0_7,cc_1_7,cc_0_8,cc_1_8,cc_0_9,cc_1_9,deaths_norte,deaths_centro,deaths_lvt,deaths_alentejo,deaths_algarve,deaths_acores,deaths_madeira,recovered_norte,recovered_centro,recovered_lvt,recovered_alentejo,recovered_algarve,recovered_acores,recovered_madeira,d_0_1,d_1_1,d_0_2,d_1_2,d_0_3,d_1_3,d_0_4,d_1_4,d_0_5,d_1_5,d_0_6,d_1_6,d_0_7,d_1_7,d_0_8,d_1_8,d_0_9,d_1_9,confirmados_desconhecidos_m,confirmados_desconhecidos_f
11/03/2020,2020,3,11,,59,18,59,83,,57,0,,36,3,17,0,3,0,0,0,0,1,6,5,1,3,5,4,9,7,1,4,1,5,3,2,0,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/03/2020,2020,3,12,,78,19,78,133,,69,0,,44,5,23,0,5,0,0,0,0,1,7,5,1,6,6,8,10,11,1,8,1,6,3,2,0,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/03/2020,2020,3,13,,112,34,112,172,,107,0,,53,6,46,0,6,0,0,0,0,1,10,5,3,8,9,15,14,14,2,12,3,8,3,3,0,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/03/2020,2020,3,14,,169,57,168,126,,114,1,10,77,8,73,0,7,0,0,0,0,1,13,6,7,12,17,20,19,22,5,21,3,9,4,7,1,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/03/2020,2020,3,15,2272,245,76,243,281,1746,139,2,9,103,10,116,0,10,1,0,0,0,1,17,8,12,16,25,30,27,26,16,27,6,12,5,12,3,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/03/2020,2020,3,16,2908,331,86,328,374,2203,139,3,18,138,31,142,0,13,1,0,0,2,1,17,10,17,21,30,35,32,36,21,31,11,26,10,18,8,4,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/03/2020,2020,3,17,4030,448,117,444,323,3259,206,3,17,196,51,180,0,14,1,0,1,2,1,19,13,21,34,37,51,47,46,32,41,18,34,13,22,12,5,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/03/2020,2020,3,18,5067,642,194,638,351,4074,89,3,20,289,74,243,2,21,3,1,1,13,3,21,15,42,45,55,62,75,63,50,42,49,28,32,17,11,19,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/03/2020,2020,3,19,6061,785,143,779,488,4788,89,3,20,381,86,278,2,25,3,1,3,14,3,22,17,51,51,75,71,89,78,60,61,35,61,23,36,21,17,0,1,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/03/2020,2020,3,20,7732,1020,235,1009,850,5862,126,5,26,506,106,361,2,29,3,1,6,14,4,23,21,65,61,92,95,106,90,90,84,53,79,35,55,27,25,1,2,2,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/03/2020,2020,3,21,9854,1280,260,1263,1059,7515,156,5,35,644,137,448,3,31,3,5,12,14,4,27,22,89,68,118,116,133,109,113,101,75,105,42,71,38,35,4,4,3,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/03/2020,2020,3,22,11779,1600,320,1581,1152,9027,169,5,41,825,180,534,5,35,4,7,14,17,6,31,26,105,82,148,140,173,141,154,128,91,122,51,90,51,44,5,4,4,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/03/2020,2020,3,23,13674,2060,460,2023,1402,10212,201,14,47,1007,238,737,5,42,11,9,23,18,7,36,30,140,100,181,166,226,178,194,167,127,167,73,107,85,58,9,5,8,0,1,0,0,3,7,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,
24/03/2020,2020,3,24,15474,2362,302,2307,1783,11329,203,22,48,1130,293,852,6,46,12,12,33,18,7,35,30,145,133,206,188,224,224,215,208,190,158,106,107,95,73,14,6,12,0,1,0,0,3,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,0,5,9,12,,
25/03/2020,2020,3,25,21155,2995,633,2930,1591,16569,276,22,61,1517,365,992,12,62,17,16,43,21,13,42,35,191,157,260,230,279,272,283,252,226,198,134,142,150,110,20,10,12,0,1,0,0,3,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,7,0,7,12,13,,
26/03/2020,2020,3,26,22257,3544,549,3441,1995,16718,191,43,61,1858,435,1082,20,89,24,15,60,29,14,51,49,234,166,310,268,367,304,360,277,229,255,133,184,186,128,28,13,18,0,1,0,0,3,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,8,1,14,17,16,,
27/03/2020,2020,3,27,25431,4268,724,4149,3995,17168,354,43,71,2443,520,1110,30,99,24,21,76,30,19,54,50,254,179,364,307,462,359,429,346,294,319,179,236,222,161,33,18,24,0,1,0,0,16,10,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,9,4,14,20,23,,
28/03/2020,2020,3,28,32754,5170,902,5027,4938,22646,418,43,89,3035,647,1287,34,106,30,31,100,34,22,67,56,302,216,439,362,568,434,533,398,359,377,224,286,285,208,44,28,27,0,1,0,0,16,10,17,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,1,13,4,17,27,31,,
29/03/2020,2020,3,29,38042,5962,792,5800,5508,26572,486,43,138,3550,709,1478,41,108,33,43,119,40,24,75,63,347,241,495,407,664,482,615,469,412,438,275,336,334,245,61,28,28,0,2,0,0,16,10,17,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,1,14,7,20,32,38,,
30/03/2020,2020,3,30,44206,6408,446,6225,4845,32953,571,43,164,3801,784,1577,45,116,41,44,140,41,30,83,66,373,264,529,436,700,510,647,503,443,458,308,360,388,269,74,34,30,0,2,0,0,16,10,17,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,1,15,8,23,40,45,,
31/03/2020,2020,3,31,52086,7443,1035,7240,4610,40033,627,43,188,4452,911,1799,50,137,48,46,160,50,44,104,80,437,318,610,505,798,585,773,573,513,515,342,416,462,318,83,40,35,0,2,0,0,16,10,17,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,1,16,13,25,47,50,,
