date,nut,cases_confirmed,deaths,recuperados_arsnorte,recuperados_arscentro,recuperados_arslvt,recuperados_arsalentejo,recuperados_arsalgarve,recuperados_acores,recuperados_madeira,confirmados_desconhecidos_m,confirmados_desconhecidos_f
23-04-2020,norte,13382,475,,,,,,,,,
24-04-2020,norte,13707,491,,,,,,,,,
25-04-2020,norte,13951,502,,,,,,,,,
26-04-2020,norte,14205,519,,,,,,,,,
27-04-2020,norte,14315,536,,,,,,,,,
28-04-2020,norte,14521,546,,,,,,,,,
29-04-2020,norte,14534,556,,,,,,,,,
30-04-2020,norte,14726,566,,,,,,,,,
01-05-2020,norte,14867,578,,,,,,,,,
02-05-2020,norte,14951,585,,,,,,,,,
03-05-2020,norte,15021,597,,,,,,,,,
04-05-2020,norte,15141,609,,,,,,,,,
05-05-2020,norte,15199,613,,,,,,,,,
06-05-2020,norte,15256,623,,,,,,,,,
07-05-2020,norte,15450,634,,,,,,,,,
08-05-2020,norte,15809,639,,,,,,,,,
09-05-2020,norte,15854,645,,,,,,,,,
10-05-2020,norte,15952,648,,,,,,,,,
11-05-2020,norte,16008,651,,,,,,,,,
12-05-2020,norte,16053,660,,,,,,,,,
13-05-2020,norte,16112,667,,,,,,,,,
14-05-2020,norte,16166,674,,,,,,,,,
15-05-2020,norte,16214,677,,,,,,,,,
16-05-2020,norte,16282,684,,,,,,,,,
17-05-2020,norte,16352,693,,,,,,,,,
18-05-2020,norte,16396,698,,,,,,,,,
19-05-2020,norte,16472,707,,,,,,,,,
20-05-2020,norte,16488,713,,,,,,,,,
21-05-2020,norte,16540,717,,,,,,,,,
22-05-2020,norte,16596,725,,,,,,,,,
23-05-2020,norte,16664,732,,,,,,,,,
24-05-2020,norte,16678,738,,,,,,,,,
25-05-2020,norte,16699,744,,,,,,,,,
26-05-2020,norte,16697,752,,,,,,,,,
27-05-2020,norte,16703,755,,,,,,,,,
28-05-2020,norte,16718,761,,,,,,,,,
29-05-2020,norte,16725,769,,,,,,,,,
30-05-2020,norte,16739,773,,,,,,,,,
31-05-2020,norte,16760,784,,,,,,,,,
01-06-2020,norte,16760,791,,,,,,,,,
02-06-2020,norte,16789,795,,,,,,,,2,4
03-06-2020,norte,16804,796,,,,,,,,0,0
