date,sex,sex_nr,sex_label,age_gr,age_gr_nr,age_gr_label,cases_confirmed,deaths,confirmados_desconhecidos_m,confirmados_desconhecidos_f,cases_confirmed_new,deaths_new
07-05-2020,Males,1,Males,80+,9,80+,1262,345,,,7,5
01-04-2020,Males,1,Males,80+,9,80+,1325,357,,,63,12
28-03-2020,Males,1,Males,80+,9,80+,1372,365,,,47,8
07-03-2020,Males,1,Males,80+,9,80+,1372,365,,,0,
23-04-2020,Males,1,Males,80+,9,80+,1399,372,,,27,7
20-04-2020,Males,1,Males,80+,9,80+,1410,381,,,11,9
29-03-2020,Males,1,Males,80+,9,80+,1447,388,,,37,7
27-04-2020,Males,1,Males,80+,9,80+,1458,396,,,11,8
03-04-2020,Males,1,Males,80+,9,80+,1489,406,,,31,10
15-05-2020,Males,1,Males,80+,9,80+,1500,406,,,11,0
04-06-2020,Males,1,Males,80+,9,80+,1502,410,0,0,2,4
