date,sex,sex_nr,sex_label,age_gr,age_gr_nr,age_gr_label,cases_confirmed,deaths,confirmados_desconhecidos_m,confirmados_desconhecidos_f,cases_confirmed_new,deaths_new
19-05-2020,Males,1,Males,40-49,5,40-49,1680,8,,,21,0
03-05-2020,Males,1,Males,40-49,5,40-49,1680,8,,,0,0
31-05-2020,Males,1,Males,40-49,5,40-49,1706,8,,,26,0
30-03-2020,Males,1,Males,40-49,5,40-49,1734,8,,,28,0
12-03-2020,Males,1,Males,40-49,5,40-49,1738,8,,,4,
26-04-2020,Males,1,Males,40-49,5,40-49,1753,8,,,15,0
18-05-2020,Males,1,Males,40-49,5,40-49,1771,8,,,18,0
24-05-2020,Males,1,Males,40-49,5,40-49,1782,8,,,11,0
18-04-2020,Males,1,Males,40-49,5,40-49,1815,8,,,33,0
01-05-2020,Males,1,Males,40-49,5,40-49,1846,8,,,31,0
28-03-2020,Males,1,Males,40-49,5,40-49,1921,8,,,75,0
27-03-2020,Males,1,Males,40-49,5,40-49,1976,8,,,55,0
28-04-2020,Males,1,Males,40-49,5,40-49,2001,8,,,25,0
09-03-2020,Males,1,Males,40-49,5,40-49,2002,8,,,1,
08-05-2020,Males,1,Males,40-49,5,40-49,2052,8,,,50,0
09-04-2020,Males,1,Males,40-49,5,40-49,2095,8,,,43,0
16-05-2020,Males,1,Males,40-49,5,40-49,2110,8,,,15,0
05-05-2020,Males,1,Males,40-49,5,40-49,2111,8,,,1,0
04-04-2020,Males,1,Males,40-49,5,40-49,2148,9,,,37,1
01-04-2020,Males,1,Males,40-49,5,40-49,2204,9,,,56,0
24-04-2020,Males,1,Males,40-49,5,40-49,2234,9,,,30,0
21-05-2020,Males,1,Males,40-49,5,40-49,2260,9,,,26,0
23-04-2020,Males,1,Males,40-49,5,40-49,2289,9,,,29,0
02-04-2020,Males,1,Males,40-49,5,40-49,2329,9,,,40,0
27-05-2020,Males,1,Males,40-49,5,40-49,2363,9,,,34,0
12-05-2020,Males,1,Males,40-49,5,40-49,2389,10,,,26,1
23-05-2020,Males,1,Males,50-59,6,50-59,16,-1,,,16,-1
15-03-2020,Males,1,Males,50-59,6,50-59,22,-1,,,6,
06-03-2020,Males,1,Males,50-59,6,50-59,23,-1,,,1,
15-04-2020,Males,1,Males,50-59,6,50-59,55,-1,,,32,0
11-03-2020,Males,1,Males,50-59,6,50-59,56,-1,,,1,
22-05-2020,Males,1,Males,50-59,6,50-59,71,-1,,,15,0
20-04-2020,Males,1,Males,50-59,6,50-59,85,-1,,,14,0
25-05-2020,Males,1,Males,50-59,6,50-59,92,0,,,7,1
27-03-2020,Males,1,Males,50-59,6,50-59,161,0,,,69,0
13-03-2020,Males,1,Males,50-59,6,50-59,165,0,,,4,
24-05-2020,Males,1,Males,50-59,6,50-59,183,0,,,18,0
09-03-2020,Males,1,Males,50-59,6,50-59,183,0,,,0,
03-06-2020,Males,1,Males,50-59,6,50-59,207,0,0,0,24,0
24-03-2020,Males,1,Males,50-59,6,50-59,248,0,,,41,
02-05-2020,Males,1,Males,50-59,6,50-59,280,1,,,32,1
16-04-2020,Males,1,Males,50-59,6,50-59,339,1,,,59,0
13-04-2020,Males,1,Males,50-59,6,50-59,356,1,,,17,0
25-03-2020,Males,1,Males,50-59,6,50-59,400,2,,,44,1
06-05-2020,Males,1,Males,50-59,6,50-59,437,2,,,37,0
14-03-2020,Males,1,Males,50-59,6,50-59,446,2,,,9,
28-03-2020,Males,1,Males,50-59,6,50-59,498,3,,,52,1
19-03-2020,Males,1,Males,50-59,6,50-59,517,3,,,19,
11-05-2020,Males,1,Males,50-59,6,50-59,525,3,,,8,0
23-03-2020,Males,1,Males,50-59,6,50-59,564,3,,,39,
29-04-2020,Males,1,Males,50-59,6,50-59,582,4,,,18,1
26-03-2020,Males,1,Males,50-59,6,50-59,607,4,,,25,0
05-05-2020,Males,1,Males,50-59,6,50-59,610,5,,,3,1
03-03-2020,Males,1,Males,50-59,6,50-59,610,5,,,,
09-04-2020,Males,1,Males,50-59,6,50-59,649,5,,,39,0
02-04-2020,Males,1,Males,50-59,6,50-59,714,5,,,65,0
06-04-2020,Males,1,Males,50-59,6,50-59,734,5,,,20,0
31-03-2020,Males,1,Males,50-59,6,50-59,804,5,,,70,0
03-04-2020,Males,1,Males,50-59,6,50-59,864,6,,,60,1
18-03-2020,Males,1,Males,50-59,6,50-59,865,6,,,1,
01-04-2020,Males,1,Males,50-59,6,50-59,928,7,,,63,1
29-05-2020,Males,1,Males,50-59,6,50-59,941,8,,,13,1
10-03-2020,Males,1,Males,50-59,6,50-59,941,8,,,0,
05-04-2020,Males,1,Males,50-59,6,50-59,991,8,,,50,0
17-04-2020,Males,1,Males,50-59,6,50-59,999,8,,,8,0
04-03-2020,Males,1,Males,50-59,6,50-59,999,8,,,0,
30-05-2020,Males,1,Males,50-59,6,50-59,1019,9,,,20,1
08-04-2020,Males,1,Males,50-59,6,50-59,1065,10,,,46,1
27-05-2020,Males,1,Males,50-59,6,50-59,1096,11,,,31,1
12-03-2020,Males,1,Males,50-59,6,50-59,1100,11,,,4,
13-05-2020,Males,1,Males,50-59,6,50-59,1119,11,,,19,0
15-05-2020,Males,1,Males,50-59,6,50-59,1138,11,,,19,0
17-05-2020,Males,1,Males,50-59,6,50-59,1155,11,,,17,0
26-05-2020,Males,1,Males,50-59,6,50-59,1163,11,,,8,0
07-04-2020,Males,1,Males,50-59,6,50-59,1200,12,,,37,1
19-04-2020,Males,1,Males,50-59,6,50-59,1228,13,,,28,1
28-04-2020,Males,1,Males,50-59,6,50-59,1238,13,,,10,0
10-04-2020,Males,1,Males,50-59,6,50-59,1326,15,,,88,2
22-03-2020,Males,1,Males,50-59,6,50-59,1353,15,,,27,
16-03-2020,Males,1,Males,50-59,6,50-59,1357,15,,,4,
22-04-2020,Males,1,Males,50-59,6,50-59,1384,15,,,27,0
10-05-2020,Males,1,Males,50-59,6,50-59,1405,15,,,21,0
01-05-2020,Males,1,Males,50-59,6,50-59,1423,16,,,18,1
07-03-2020,Males,1,Males,50-59,6,50-59,1423,16,,,0,
24-04-2020,Males,1,Males,50-59,6,50-59,1450,17,,,27,1
16-05-2020,Males,1,Males,50-59,6,50-59,1467,17,,,17,0
30-04-2020,Males,1,Males,50-59,6,50-59,1488,17,,,21,0
14-04-2020,Males,1,Males,50-59,6,50-59,1519,17,,,31,0
01-06-2020,Males,1,Males,50-59,6,50-59,1529,17,,,10,0
19-05-2020,Males,1,Males,50-59,6,50-59,1534,17,,,5,0
04-04-2020,Males,1,Males,50-59,6,50-59,1586,16,,,52,-1
02-06-2020,Males,1,Males,50-59,6,50-59,1593,16,2,4,7,0
18-04-2020,Males,1,Males,50-59,6,50-59,1632,17,,,39,1
12-05-2020,Males,1,Males,50-59,6,50-59,1654,18,,,22,1
03-05-2020,Males,1,Males,50-59,6,50-59,1654,18,,,0,0
04-06-2020,Males,1,Males,50-59,6,50-59,1674,18,0,0,20,0
04-05-2020,Males,1,Males,50-59,6,50-59,1694,18,,,20,0
27-04-2020,Males,1,Males,50-59,6,50-59,1710,20,,,16,2
31-05-2020,Males,1,Males,50-59,6,50-59,1727,20,,,17,0
14-05-2020,Males,1,Males,50-59,6,50-59,1746,20,,,19,0
20-03-2020,Males,1,Males,50-59,6,50-59,1769,20,,,23,
21-05-2020,Males,1,Males,50-59,6,50-59,1789,20,,,20,0
09-05-2020,Males,1,Males,50-59,6,50-59,1794,23,,,5,3
26-04-2020,Males,1,Males,50-59,6,50-59,1809,23,,,15,0
01-03-2020,Males,1,Males,50-59,6,50-59,1809,23,,,,
11-04-2020,Males,1,Males,50-59,6,50-59,1843,26,,,34,3
28-05-2020,Males,1,Males,50-59,6,50-59,1868,26,,,25,0
29-03-2020,Males,1,Males,50-59,6,50-59,1939,26,,,71,0
20-05-2020,Males,1,Males,50-59,6,50-59,1962,26,,,23,0
30-03-2020,Males,1,Males,50-59,6,50-59,1996,27,,,34,1
25-04-2020,Males,1,Males,50-59,6,50-59,2019,28,,,23,1
17-03-2020,Males,1,Males,50-59,6,50-59,2029,28,,,10,
07-05-2020,Males,1,Males,50-59,6,50-59,2068,28,,,39,0
08-05-2020,Males,1,Males,50-59,6,50-59,2100,28,,,32,0
21-03-2020,Males,1,Males,50-59,6,50-59,2117,28,,,17,
18-05-2020,Males,1,Males,50-59,6,50-59,2126,28,,,9,0
05-03-2020,Males,1,Males,50-59,6,50-59,2127,28,,,1,
21-04-2020,Males,1,Males,50-59,6,50-59,2175,28,,,48,0
08-03-2020,Males,1,Males,50-59,6,50-59,2176,28,,,1,
12-04-2020,Males,1,Males,50-59,6,50-59,2212,28,,,36,0
23-04-2020,Males,1,Males,50-59,6,50-59,2236,29,,,24,1
02-03-2020,Males,1,Males,50-59,6,50-59,2236,29,,,,
02-05-2020,Males,1,Males,60-69,7,60-69,8,1,,,8,1
04-06-2020,Males,1,Males,60-69,7,60-69,22,2,0,0,14,1
09-03-2020,Males,1,Males,60-69,7,60-69,22,2,,,0,
22-04-2020,Males,1,Males,60-69,7,60-69,69,2,,,47,0
08-04-2020,Males,1,Males,60-69,7,60-69,114,3,,,45,1
10-05-2020,Males,1,Males,60-69,7,60-69,127,3,,,13,0
04-04-2020,Males,1,Males,60-69,7,60-69,154,5,,,27,2
01-04-2020,Males,1,Males,60-69,7,60-69,203,5,,,49,0
23-04-2020,Males,1,Males,60-69,7,60-69,219,8,,,16,3
10-04-2020,Males,1,Males,60-69,7,60-69,301,9,,,82,1
14-04-2020,Males,1,Males,60-69,7,60-69,310,11,,,9,2
30-05-2020,Males,1,Males,60-69,7,60-69,317,12,,,7,1
07-03-2020,Males,1,Males,60-69,7,60-69,317,12,,,0,
24-04-2020,Males,1,Males,60-69,7,60-69,354,15,,,37,3
23-03-2020,Males,1,Males,60-69,7,60-69,399,15,,,45,
04-03-2020,Males,1,Males,60-69,7,60-69,399,15,,,0,
19-05-2020,Males,1,Males,60-69,7,60-69,405,16,,,6,1
02-04-2020,Males,1,Males,60-69,7,60-69,446,16,,,41,0
15-03-2020,Males,1,Males,60-69,7,60-69,449,16,,,3,
29-05-2020,Males,1,Males,60-69,7,60-69,461,18,,,12,2
29-03-2020,Males,1,Males,60-69,7,60-69,522,19,,,61,1
25-03-2020,Males,1,Males,60-69,7,60-69,562,22,,,40,3
08-05-2020,Males,1,Males,60-69,7,60-69,595,22,,,33,0
23-05-2020,Males,1,Males,60-69,7,60-69,607,20,,,12,-2
05-03-2020,Males,1,Males,60-69,7,60-69,608,20,,,1,
12-03-2020,Males,1,Males,60-69,7,60-69,609,20,,,1,
26-05-2020,Males,1,Males,60-69,7,60-69,627,21,,,18,1
08-03-2020,Males,1,Males,60-69,7,60-69,628,21,,,1,
31-05-2020,Males,1,Males,60-69,7,60-69,636,21,,,8,0
05-04-2020,Males,1,Males,60-69,7,60-69,677,22,,,41,1
15-05-2020,Males,1,Males,60-69,7,60-69,689,22,,,12,0
17-03-2020,Males,1,Males,60-69,7,60-69,697,22,,,8,
16-05-2020,Males,1,Males,60-69,7,60-69,710,24,,,13,2
06-05-2020,Males,1,Males,60-69,7,60-69,725,26,,,15,2
03-04-2020,Males,1,Males,60-69,7,60-69,766,28,,,41,2
11-05-2020,Males,1,Males,60-69,7,60-69,767,29,,,1,1
01-03-2020,Males,1,Males,60-69,7,60-69,767,29,,,,
13-05-2020,Males,1,Males,60-69,7,60-69,775,30,,,8,1
09-05-2020,Males,1,Males,60-69,7,60-69,780,32,,,5,2
26-04-2020,Males,1,Males,60-69,7,60-69,792,32,,,12,0
12-04-2020,Males,1,Males,60-69,7,60-69,819,32,,,27,0
31-03-2020,Males,1,Males,60-69,7,60-69,876,33,,,57,1
20-03-2020,Males,1,Males,60-69,7,60-69,894,33,,,18,
12-05-2020,Males,1,Males,60-69,7,60-69,901,35,,,7,2
02-06-2020,Males,1,Males,60-69,7,60-69,903,36,2,4,2,1
13-03-2020,Males,1,Males,60-69,7,60-69,905,36,,,2,
28-04-2020,Males,1,Males,60-69,7,60-69,916,37,,,11,1
24-03-2020,Males,1,Males,60-69,7,60-69,907,37,,,-9,
17-04-2020,Males,1,Males,60-69,7,60-69,916,39,,,9,2
18-05-2020,Males,1,Males,60-69,7,60-69,925,40,,,9,1
26-03-2020,Males,1,Males,60-69,7,60-69,982,41,,,57,1
25-04-2020,Males,1,Males,60-69,7,60-69,997,42,,,15,1
07-05-2020,Males,1,Males,60-69,7,60-69,1021,42,,,24,0
21-03-2020,Males,1,Males,60-69,7,60-69,1047,42,,,26,
04-05-2020,Males,1,Males,60-69,7,60-69,1054,43,,,7,1
01-05-2020,Males,1,Males,60-69,7,60-69,1066,43,,,12,0
16-04-2020,Males,1,Males,60-69,7,60-69,1104,44,,,38,1
11-04-2020,Males,1,Males,60-69,7,60-69,1125,48,,,21,4
18-03-2020,Males,1,Males,60-69,7,60-69,1119,48,,,-6,
19-04-2020,Males,1,Males,60-69,7,60-69,1135,48,,,16,0
28-05-2020,Males,1,Males,60-69,7,60-69,1146,49,,,11,1
20-04-2020,Males,1,Males,60-69,7,60-69,1194,49,,,48,0
18-04-2020,Males,1,Males,60-69,7,60-69,1224,50,,,30,1
06-04-2020,Males,1,Males,60-69,7,60-69,1243,51,,,19,1
28-03-2020,Males,1,Males,60-69,7,60-69,1301,55,,,58,4
03-03-2020,Males,1,Males,60-69,7,60-69,1301,55,,,,
11-03-2020,Males,1,Males,60-69,7,60-69,1301,55,,,0,
03-06-2020,Males,1,Males,60-69,7,60-69,1308,56,0,0,7,1
10-03-2020,Males,1,Males,60-69,7,60-69,1310,56,,,2,
22-05-2020,Males,1,Males,60-69,7,60-69,1324,58,,,14,2
05-05-2020,Males,1,Males,60-69,7,60-69,1332,58,,,8,0
20-05-2020,Males,1,Males,60-69,7,60-69,1343,59,,,11,1
22-03-2020,Males,1,Males,60-69,7,60-69,1360,59,,,17,
15-04-2020,Males,1,Males,60-69,7,60-69,1395,59,,,35,0
14-05-2020,Males,1,Males,60-69,7,60-69,1401,59,,,6,0
21-05-2020,Males,1,Males,60-69,7,60-69,1415,59,,,14,0
30-03-2020,Males,1,Males,60-69,7,60-69,1435,60,,,20,1
17-05-2020,Males,1,Males,60-69,7,60-69,1441,63,,,6,3
21-04-2020,Males,1,Males,60-69,7,60-69,1443,65,,,2,2
06-03-2020,Males,1,Males,60-69,7,60-69,1443,65,,,0,
27-05-2020,Males,1,Males,60-69,7,60-69,1455,66,,,12,1
24-05-2020,Males,1,Males,60-69,7,60-69,1466,66,,,11,0
13-04-2020,Males,1,Males,60-69,7,60-69,1480,68,,,14,2
27-03-2020,Males,1,Males,60-69,7,60-69,1544,69,,,64,1
14-03-2020,Males,1,Males,60-69,7,60-69,1545,69,,,1,
01-06-2020,Males,1,Males,60-69,7,60-69,1556,70,,,11,1
25-05-2020,Males,1,Males,60-69,7,60-69,1568,71,,,12,1
29-04-2020,Males,1,Males,60-69,7,60-69,1574,73,,,6,2
09-04-2020,Males,1,Males,60-69,7,60-69,1602,77,,,28,4
27-04-2020,Males,1,Males,60-69,7,60-69,1607,77,,,5,0
07-04-2020,Males,1,Males,60-69,7,60-69,1643,80,,,36,3
03-05-2020,Males,1,Males,60-69,7,60-69,1643,81,,,0,1
02-03-2020,Males,1,Males,60-69,7,60-69,1643,81,,,,
30-04-2020,Males,1,Males,60-69,7,60-69,1643,82,,,0,1
16-03-2020,Males,1,Males,60-69,7,60-69,1657,82,,,14,
19-03-2020,Males,1,Males,60-69,7,60-69,1690,82,,,33,
14-04-2020,Males,1,Males,70-79,8,70-79,18,3,,,18,3
10-04-2020,Males,1,Males,70-79,8,70-79,66,6,,,48,3
14-05-2020,Males,1,Males,70-79,8,70-79,71,6,,,5,0
13-04-2020,Males,1,Males,70-79,8,70-79,88,6,,,17,0
16-05-2020,Males,1,Males,70-79,8,70-79,90,6,,,2,0
26-03-2020,Males,1,Males,70-79,8,70-79,132,13,,,42,7
25-05-2020,Males,1,Males,70-79,8,70-79,135,16,,,3,3
30-04-2020,Males,1,Males,70-79,8,70-79,145,17,,,10,1
20-03-2020,Males,1,Males,70-79,8,70-79,164,17,,,19,
13-05-2020,Males,1,Males,70-79,8,70-79,168,17,,,4,0
22-04-2020,Males,1,Males,70-79,8,70-79,177,19,,,9,2
18-05-2020,Males,1,Males,70-79,8,70-79,177,20,,,0,1
16-04-2020,Males,1,Males,70-79,8,70-79,192,23,,,15,3
22-03-2020,Males,1,Males,70-79,8,70-79,211,23,,,19,
31-03-2020,Males,1,Males,70-79,8,70-79,267,25,,,56,2
09-04-2020,Males,1,Males,70-79,8,70-79,285,26,,,18,1
13-03-2020,Males,1,Males,70-79,8,70-79,286,26,,,1,
21-03-2020,Males,1,Males,70-79,8,70-79,302,26,,,16,
29-05-2020,Males,1,Males,70-79,8,70-79,316,27,,,14,1
07-04-2020,Males,1,Males,70-79,8,70-79,346,32,,,30,5
03-04-2020,Males,1,Males,70-79,8,70-79,381,37,,,35,5
30-03-2020,Males,1,Males,70-79,8,70-79,405,40,,,24,3
23-04-2020,Males,1,Males,70-79,8,70-79,432,45,,,27,5
26-05-2020,Males,1,Males,70-79,8,70-79,441,47,,,9,2
16-03-2020,Males,1,Males,70-79,8,70-79,447,47,,,6,
27-04-2020,Males,1,Males,70-79,8,70-79,451,49,,,4,2
07-05-2020,Males,1,Males,70-79,8,70-79,457,53,,,6,4
06-05-2020,Males,1,Males,70-79,8,70-79,462,54,,,5,1
02-04-2020,Males,1,Males,70-79,8,70-79,497,57,,,35,3
29-04-2020,Males,1,Males,70-79,8,70-79,502,58,,,5,1
11-04-2020,Males,1,Males,70-79,8,70-79,524,63,,,22,5
06-03-2020,Males,1,Males,70-79,8,70-79,524,63,,,0,
01-06-2020,Males,1,Males,70-79,8,70-79,526,65,,,2,2
11-03-2020,Males,1,Males,70-79,8,70-79,528,65,,,2,
11-05-2020,Males,1,Males,70-79,8,70-79,531,66,,,3,1
25-04-2020,Males,1,Males,70-79,8,70-79,541,70,,,10,4
09-03-2020,Males,1,Males,70-79,8,70-79,541,70,,,0,
12-04-2020,Males,1,Males,70-79,8,70-79,562,76,,,21,6
01-04-2020,Males,1,Males,70-79,8,70-79,601,78,,,39,2
28-03-2020,Males,1,Males,70-79,8,70-79,651,81,,,50,3
04-03-2020,Males,1,Males,70-79,8,70-79,651,81,,,0,
01-03-2020,Males,1,Males,70-79,8,70-79,651,81,,,,
03-03-2020,Males,1,Males,70-79,8,70-79,651,81,,,,
05-03-2020,Males,1,Males,70-79,8,70-79,651,81,,,0,
19-03-2020,Males,1,Males,70-79,8,70-79,670,81,,,19,
18-04-2020,Males,1,Males,70-79,8,70-79,695,85,,,25,4
03-05-2020,Males,1,Males,70-79,8,70-79,695,89,,,0,4
23-03-2020,Males,1,Males,70-79,8,70-79,712,89,,,17,
06-04-2020,Males,1,Males,70-79,8,70-79,731,92,,,19,3
30-05-2020,Males,1,Males,70-79,8,70-79,738,94,,,7,2
21-05-2020,Males,1,Males,70-79,8,70-79,749,94,,,11,0
21-04-2020,Males,1,Males,70-79,8,70-79,771,96,,,22,2
12-03-2020,Males,1,Males,70-79,8,70-79,771,96,,,0,
25-03-2020,Males,1,Males,70-79,8,70-79,806,98,,,35,2
18-03-2020,Males,1,Males,70-79,8,70-79,801,98,,,-5,
08-03-2020,Males,1,Males,70-79,8,70-79,801,98,,,0,
24-03-2020,Males,1,Males,70-79,8,70-79,801,98,,,0,
22-05-2020,Males,1,Males,70-79,8,70-79,820,100,,,19,2
17-03-2020,Males,1,Males,70-79,8,70-79,824,100,,,4,
15-04-2020,Males,1,Males,70-79,8,70-79,855,105,,,31,5
15-05-2020,Males,1,Males,70-79,8,70-79,864,105,,,9,0
10-05-2020,Males,1,Males,70-79,8,70-79,871,105,,,7,0
04-05-2020,Males,1,Males,70-79,8,70-79,880,108,,,9,3
12-05-2020,Males,1,Males,70-79,8,70-79,882,110,,,2,2
28-04-2020,Males,1,Males,70-79,8,70-79,896,111,,,14,1
27-03-2020,Males,1,Males,70-79,8,70-79,948,111,,,52,0
05-04-2020,Males,1,Males,70-79,8,70-79,979,115,,,31,4
04-06-2020,Males,1,Males,70-79,8,70-79,979,116,0,0,0,1
08-05-2020,Males,1,Males,70-79,8,70-79,990,117,,,11,1
10-03-2020,Males,1,Males,70-79,8,70-79,990,117,,,0,
02-05-2020,Males,1,Males,70-79,8,70-79,991,120,,,1,3
01-05-2020,Males,1,Males,70-79,8,70-79,995,122,,,4,2
05-05-2020,Males,1,Males,70-79,8,70-79,1002,123,,,7,1
20-05-2020,Males,1,Males,70-79,8,70-79,1006,126,,,4,3
23-05-2020,Males,1,Males,70-79,8,70-79,1011,127,,,5,1
24-04-2020,Males,1,Males,70-79,8,70-79,1038,132,,,27,5
04-04-2020,Males,1,Males,70-79,8,70-79,1062,135,,,24,3
19-05-2020,Males,1,Males,70-79,8,70-79,1068,136,,,6,1
29-03-2020,Males,1,Males,70-79,8,70-79,1118,139,,,50,3
24-05-2020,Males,1,Males,70-79,8,70-79,1127,140,,,9,1
31-05-2020,Males,1,Males,70-79,8,70-79,1131,141,,,4,1
02-06-2020,Males,1,Males,70-79,8,70-79,1134,142,2,4,3,1
02-03-2020,Males,1,Males,70-79,8,70-79,1134,142,,,,
09-05-2020,Males,1,Males,70-79,8,70-79,1139,142,,,5,0
07-03-2020,Males,1,Males,70-79,8,70-79,1139,142,,,0,
27-05-2020,Males,1,Males,70-79,8,70-79,1145,145,,,6,3
17-05-2020,Males,1,Males,70-79,8,70-79,1150,148,,,5,3
28-05-2020,Males,1,Males,70-79,8,70-79,1162,151,,,12,3
15-03-2020,Males,1,Males,70-79,8,70-79,1167,151,,,5,
14-03-2020,Males,1,Males,70-79,8,70-79,1171,151,,,4,
26-04-2020,Males,1,Males,70-79,8,70-79,1185,153,,,14,2
03-06-2020,Males,1,Males,70-79,8,70-79,1195,154,0,0,10,1
17-04-2020,Males,1,Males,70-79,8,70-79,1198,158,,,3,4
19-04-2020,Males,1,Males,70-79,8,70-79,1213,159,,,15,1
20-04-2020,Males,1,Males,70-79,8,70-79,1227,160,,,14,1
08-04-2020,Males,1,Males,70-79,8,70-79,1256,163,,,29,3
16-04-2020,Males,1,Males,80+,9,80+,30,10,,,30,10
30-04-2020,Males,1,Males,80+,9,80+,35,15,,,5,5
22-05-2020,Males,1,Males,80+,9,80+,43,15,,,8,0
09-04-2020,Males,1,Males,80+,9,80+,127,25,,,84,10
29-04-2020,Males,1,Males,80+,9,80+,137,29,,,10,4
15-03-2020,Males,1,Males,80+,9,80+,137,29,,,0,
12-03-2020,Males,1,Males,80+,9,80+,137,29,,,0,
15-04-2020,Males,1,Males,80+,9,80+,173,40,,,36,11
28-04-2020,Males,1,Males,80+,9,80+,200,47,,,27,7
07-04-2020,Males,1,Males,80+,9,80+,243,52,,,43,5
25-04-2020,Males,1,Males,80+,9,80+,269,60,,,26,8
14-05-2020,Males,1,Males,80+,9,80+,274,62,,,5,2
11-04-2020,Males,1,Males,80+,9,80+,313,70,,,39,8
01-03-2020,Males,1,Males,80+,9,80+,313,70,,,,
21-05-2020,Males,1,Males,80+,9,80+,315,77,,,2,7
20-05-2020,Males,1,Males,80+,9,80+,317,83,,,2,6
19-04-2020,Males,1,Males,80+,9,80+,347,91,,,30,8
06-04-2020,Males,1,Males,80+,9,80+,377,93,,,30,2
22-03-2020,Males,1,Males,80+,9,80+,386,93,,,9,
03-05-2020,Males,1,Males,80+,9,80+,389,101,,,3,8
18-04-2020,Males,1,Males,80+,9,80+,429,109,,,40,8
20-03-2020,Males,1,Males,80+,9,80+,437,109,,,8,
08-04-2020,Males,1,Males,80+,9,80+,451,120,,,14,11
25-03-2020,Males,1,Males,80+,9,80+,488,121,,,37,1
17-03-2020,Males,1,Males,80+,9,80+,489,121,,,1,
25-05-2020,Males,1,Males,80+,9,80+,499,122,,,10,1
14-04-2020,Males,1,Males,80+,9,80+,524,130,,,25,8
13-03-2020,Males,1,Males,80+,9,80+,524,130,,,0,
11-03-2020,Males,1,Males,80+,9,80+,526,130,,,2,
12-05-2020,Males,1,Males,80+,9,80+,541,136,,,15,6
22-04-2020,Males,1,Males,80+,9,80+,552,144,,,11,8
23-03-2020,Males,1,Males,80+,9,80+,566,144,,,14,
02-04-2020,Males,1,Males,80+,9,80+,620,155,,,54,11
05-03-2020,Males,1,Males,80+,9,80+,620,155,,,0,
11-05-2020,Males,1,Males,80+,9,80+,625,157,,,5,2
29-05-2020,Males,1,Males,80+,9,80+,639,164,,,14,7
21-04-2020,Males,1,Males,80+,9,80+,695,171,,,56,7
31-05-2020,Males,1,Males,80+,9,80+,701,175,,,6,4
27-05-2020,Males,1,Males,80+,9,80+,702,178,,,1,3
21-03-2020,Males,1,Males,80+,9,80+,712,178,,,10,
12-04-2020,Males,1,Males,80+,9,80+,741,184,,,29,6
17-04-2020,Males,1,Males,80+,9,80+,751,194,,,10,10
02-03-2020,Males,1,Males,80+,9,80+,751,194,,,,
01-06-2020,Males,1,Males,80+,9,80+,751,197,,,0,3
24-04-2020,Males,1,Males,80+,9,80+,783,208,,,32,11
06-05-2020,Males,1,Males,80+,9,80+,787,210,,,4,2
08-05-2020,Males,1,Males,80+,9,80+,797,211,,,10,1
30-03-2020,Males,1,Males,80+,9,80+,821,218,,,24,7
30-05-2020,Males,1,Males,80+,9,80+,823,221,,,2,3
26-05-2020,Males,1,Males,80+,9,80+,829,225,,,6,4
08-03-2020,Males,1,Males,80+,9,80+,829,225,,,0,
02-05-2020,Males,1,Males,80+,9,80+,832,230,,,3,5
17-05-2020,Males,1,Males,80+,9,80+,833,233,,,1,3
04-04-2020,Males,1,Males,80+,9,80+,862,234,,,29,1
26-03-2020,Males,1,Males,80+,9,80+,880,237,,,18,3
23-05-2020,Males,1,Males,80+,9,80+,883,245,,,3,8
05-04-2020,Males,1,Males,80+,9,80+,920,259,,,37,14
10-04-2020,Males,1,Males,80+,9,80+,994,266,,,74,7
24-05-2020,Males,1,Males,80+,9,80+,995,272,,,1,6
19-05-2020,Males,1,Males,80+,9,80+,999,279,,,4,7
09-05-2020,Males,1,Males,80+,9,80+,1004,281,,,5,2
13-05-2020,Males,1,Males,80+,9,80+,1018,284,,,14,3
18-03-2020,Males,1,Males,80+,9,80+,1032,284,,,14,
10-03-2020,Males,1,Males,80+,9,80+,1032,284,,,0,
06-03-2020,Males,1,Males,80+,9,80+,1032,284,,,0,
28-05-2020,Males,1,Males,80+,9,80+,1044,286,,,12,2
16-03-2020,Males,1,Males,80+,9,80+,1046,286,,,2,
03-03-2020,Males,1,Males,80+,9,80+,1046,286,,,,
05-05-2020,Males,1,Males,80+,9,80+,1060,287,,,14,1
27-03-2020,Males,1,Males,80+,9,80+,1093,294,,,33,7
13-04-2020,Males,1,Males,80+,9,80+,1107,301,,,14,7
18-05-2020,Males,1,Males,80+,9,80+,1109,303,,,2,2
19-03-2020,Males,1,Males,80+,9,80+,1107,303,,,-2,
24-03-2020,Males,1,Males,80+,9,80+,1122,303,,,15,
31-03-2020,Males,1,Males,80+,9,80+,1171,308,,,49,5
04-03-2020,Males,1,Males,80+,9,80+,1171,308,,,0,
01-05-2020,Males,1,Males,80+,9,80+,1179,314,,,8,6
04-05-2020,Males,1,Males,80+,9,80+,1195,319,,,16,5
16-05-2020,Males,1,Males,80+,9,80+,1207,326,,,12,7
03-06-2020,Males,1,Males,80+,9,80+,1224,330,0,0,17,4
09-03-2020,Males,1,Males,80+,9,80+,1224,330,,,0,
02-06-2020,Males,1,Males,80+,9,80+,1227,334,2,4,3,4
26-04-2020,Males,1,Males,80+,9,80+,1253,339,,,26,5
14-03-2020,Males,1,Males,80+,9,80+,1253,339,,,0,
10-05-2020,Males,1,Males,80+,9,80+,1255,340,,,2,1
